SubjectID,pt_cond,emot_cond,exper,mainfeel_1,mainfeel_2,mainfeel_3,main_expl,mainfeel_prob,mainfeel_prob_comment,happy,shocked,hopeful,angry,compass,interest,disgust,mad,curious,afraid,grateful,proud,surprise,amused,down,worried,frustrated,sad,embarrass,guilt,selfanger,symp,melfeel_1,melfeel_2,melfeel_3,melexpl,mhappy,mshocked,mhope,mangry,mselfanger,minterest,mdisgust,mmad,mcurious,mafraid,mgrateful,mproud,msurprise,mamused,mdown,mworried,mfrustrate,msad,membarrass,mguilty,pleas,selfag,targag,otherag,sitag,mixag,selfpow,targpow,othpow,noonepow,sitcont,immoral,m_pleas,m_selfag,m_otherag,m_sitag,m_mixag,m_selfpow,m_otherpow,m_noonepow,m_sitpow,m_immoral,iri_1,iri_2,iri_3,iri_4,iri_5,iri_6,iri_10,iri_11,iri_15,iri_29,iri_30,iri_32,iri_33,iri_34,iri2_19,iri2_22,iri2_23,iri2_24,iri2_25,iri2_28,iri2_35,iri2_36,iri2_37,iri2_38,iri2_39,iri2_40,iri2_41,iri2_42,ssc,ideol,age,female,black,asian,latino,white,other,mideast,natam,pacisl,mom_ed,dad_ed,expcomment,language,inattentionORsuspicion,minorproblem
255,3,2,Blake,sympathy,anger,,I didn't find the story very interesting.,0,,1,2,1,2,2,1,1,2,2,1,2,1,1,4,1,1,1,1,1,1,1,2,anger,mad,discust,,1,5,1,5,5,1,5,5,1,4,1,1,4,1,5,4,5,5,4,5,5,1,3,5,3,4,1,4,5,1,1,3,5,2,5,1,1,1,5,1,1,5,5,5,1,5,4,3,5,5,1,5,5,3,5,5,4,5,5,5,5,1,2,3,5,5,4,1,3,1,17,4,18,1,0,0,0,1,0,0,0,0,3,2,,0,0,0
1416,3,2,Sophie,annoyance,sympathy,sadness,Thsi person wrote about having to miss her best friend's bachelorette party and I feel bad for her.,0,,1,3,1,3,5,3,3,4,3,1,4,1,3,2,4,2,5,4,3,1,1,5,upset,annoyed,frustrated,,1,2,2,5,2,1,4,5,1,1,1,1,4,1,5,3,5,5,2,2,5,1,2,5,2,3,1,2,5,1,2,4,5,2,5,2,3,2,5,2,1,4,4,5,1,2,5,4,5,4,2,2,4,2,5,1,4,4,5,5,4,4,2,5,1,3,5,2,5,3,21,6,18,1,0,0,0,1,0,0,0,0,8,7,,0,0,0
1418,3,1,Sophie,sadness,compassion,love,I feel sadness for this person for missing such an important event in their friends life. I feel compassion because this person is obviously so torn up about the experience; i can completely relate and feel for her. I feel the love this friend has for her friend whose party she missed. ,0,,1,2,1,1,4,1,1,2,1,1,1,1,1,1,2,1,2,4,1,1,1,4,sadness,guilt,excitmenet,She was incredibly sad and guilty that she missed her best friends party. She was also incredibly excited about the party because it was her best friends bachelorette party and that is a very exciting time for young women. ,1,2,1,3,3,1,1,4,1,1,1,1,1,1,5,2,5,5,2,4,4,1,1,4,4,4,1,2,3,2,2,1,5,2,3,4,4,2,2,3,3,1,2,2,5,5,1,1,4,4,3,2,2,4,3,2,2,2,2,2,1,1,5,1,1,4,1,1,1,1,20,4,18,1,0,0,0,1,0,0,0,0,7,3,,0,0,0
1420,3,2,Sophie,interested,simpathetic,sad,The writer really painted a picture of the situation and how frustrating it was that the guy she was relying on to take her to her friend's bachelorette party did not fix his car.  He really let her down.,0,,1,4,2,4,2,5,3,4,3,1,1,1,4,4,2,2,4,4,1,2,1,5,frustration,betrayl,shock,,1,4,2,5,2,2,5,5,1,1,1,1,4,1,5,2,5,5,1,2,4,1,2,4,1,4,1,3,5,1,2,2,5,2,5,1,2,3,5,1,1,3,4,4,3,2,5,4,4,4,1,1,2,3,3,1,3,4,5,3,5,4,4,5,2,2,5,1,5,2,20,6,18,1,0,0,1,1,0,0,0,0,8,8,Subject said she had suspected that the letter was fake while answering the questions after I explained to her what we were doing; but didn't say anything when I asked if she thought there was more to the study than met the eye,0,0,0
265,3,1,Blake,Sad,Sympathetic,Upset,,0,,1,2,1,1,4,4,2,3,2,1,1,1,3,1,4,2,1,3,1,1,1,5,Disappointment,Frustration,Upset,,1,1,1,2,1,2,2,2,1,1,1,1,1,1,5,2,2,5,1,1,3,1,1,3,5,4,1,1,5,1,2,2,5,1,2,3,3,2,2,2,2,1,2,3,1,1,5,5,4,4,2,3,4,3,5,1,5,5,3,4,3,4,2,5,3,3,3,3,4,3,22,4,18,1,0,1,0,0,0,0,0,0,8,7,,0,0,0
270,3,1,Blake,sadness,empathy,remorse,,0,,1,1,3,2,2,4,1,1,4,1,2,1,2,1,2,1,3,3,1,2,1,3,sadness,mistrust,guilt,,1,2,1,1,4,1,1,NA,1,1,1,3,2,1,4,4,4,5,2,5,4,1,3,3,5,4,1,3,4,4,4,1,4,4,3,4,4,3,4,4,4,1,3,4,3,2,3,1,3,3,1,1,2,2,3,3,3,3,4,3,4,2,3,4,3,3,4,3,4,3,20,5,18,1,0,0,0,1,0,0,0,0,7,7,,0,0,0
275,3,2,Blake,empathy ,frustration,dissapointment,her friend lied to her and let her down,0,,1,3,1,4,3,3,2,4,3,1,1,1,3,2,3,1,4,4,1,1,1,5,dissapointment,anger,sadness,she had to miss her best friends bachelorette party because of what her friend did,1,2,1,5,2,1,4,5,1,1,1,1,1,1,4,1,5,5,1,2,5,1,2,4,2,2,1,2,4,1,2,3,5,2,5,2,2,2,5,1,1,5,4,4,1,1,5,4,5,5,1,1,4,3,5,1,3,4,5,5,5,5,1,4,1,4,5,2,5,2,20,6,18,1,0,0,0,1,0,0,0,0,8,3,,0,0,0
1422,3,2,Sophie,annoyed,,,,0,,1,1,1,2,3,2,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,4,frustrated,angry,,,1,2,1,3,1,1,1,3,1,1,1,1,2,1,2,1,4,2,1,1,2,1,1,4,2,2,1,3,4,1,1,2,4,1,5,1,2,1,4,1,1,2,4,3,3,3,3,4,4,4,2,3,4,3,3,3,4,4,2,3,3,3,3,2,2,2,4,3,4,3,18,5,18,1,0,0,0,1,0,0,0,0,7,7,,0,0,0
757,3,1,Curtis,Sad,Sorrow,Sympathic,Like I just want to go give her a huge hug.,0,,1,1,1,2,5,1,1,2,1,1,1,1,1,1,3,2,4,4,1,1,1,5,Sadness,Sorrow,Upset,Feels like she wants to cry,1,1,1,4,1,1,1,3,1,1,1,1,1,1,5,2,4,5,1,2,2,1,1,1,3,2,1,1,2,3,2,2,4,2,3,4,4,2,2,3,NA,4,5,4,2,4,4,3,4,2,4,4,5,5,4,3,2,4,4,5,2,2,2,5,2,4,2,3,4,2,20,4,18,1,0,1,0,0,0,0,0,0,1,2,,0,0,0
279,3,1,Blake,upset,sympathetic,annoyance,Annoyance at the person the writer was talking about; not her.,0,,1,3,1,4,5,4,3,4,3,1,2,1,1,1,5,2,5,5,1,1,1,5,sadness,anger,frustration,,1,4,1,5,4,1,4,5,1,3,1,1,4,1,5,2,5,5,3,4,5,1,2,5,2,4,1,3,5,2,2,4,5,2,5,2,4,3,5,2,2,5,4,5,1,2,5,4,5,4,2,2,5,4,5,1,4,4,5,4,4,4,2,5,1,3,4,3,5,4,20,6,18,1,0,0,0,1,0,0,0,0,8,7,,0,0,0
284,3,2,Blake,Sympathy,Surprised,Disappointed/Angry,I feel bad for Melissa (this past participant); and angry for her at the guy who lied to her. I am surprised she couldn't find a flight to NY and surprised that the guy did not take the car in.,0,,1,3,1,4,1,2,4,4,2,2,1,1,4,1,4,3,5,4,1,1,1,5,Sad,Angry,Frustrated,,1,4,3,5,3,2,5,5,1,4,1,1,3,1,5,5,5,5,2,3,5,1,2,5,3,5,1,2,5,2,1,4,5,3,5,1,3,3,5,2,1,5,3,3,2,4,4,5,5,4,2,1,4,2,3,2,4,3,4,3,4,3,3,4,1,3,3,2,3,2,22,5,18,1,0,0,0,1,0,0,0,0,8,8,,0,0,0
1431,3,2,Sophie,sad,disappointed,sympathetic,,0,,1,2,1,2,1,3,2,2,2,1,1,1,4,1,3,2,2,3,1,1,1,3,disappointment,anger,frustration,,1,3,1,2,2,3,2,2,1,1,1,1,1,1,3,2,2,3,1,2,3,1,2,5,1,2,1,1,5,1,1,3,4,2,3,1,3,2,4,2,2,3,2,3,2,3,5,4,3,4,2,2,3,3,5,2,5,4,4,4,4,4,2,4,1,3,5,3,3,3,22,4,18,1,0,1,0,0,0,0,0,0,8,7,Subject said the letter was confusing; but that she understood the main point of it (which was that Melissa was mad),0,0,0
1434,3,2,Sophie,Frustrated,Confused,,Although the writing is slightly confusing; the ending is pretty clear and the injustice of the situation makes me want to punch the guy.......That's a figure of speech; i'm not violent,0,,1,3,1,5,2,1,2,5,3,1,1,1,1,1,1,1,5,1,1,1,1,2,Surprise,Feling of injustice,Frustration and anger,,1,3,1,5,2,1,4,5,1,1,1,1,3,1,4,3,5,5,3,1,3,1,2,5,2,3,1,4,5,1,1,5,5,3,5,3,3,3,5,2,2,5,5,4,4,5,5,2,5,5,5,5,5,5,5,1,5,1,2,5,1,1,5,5,2,5,5,1,5,1,21,5,18,1,0,1,0,0,0,0,0,0,2,8,English was not the subject's first language; but comprehension didn't seem to be an issue.,1,0,0
1435,3,2,Sophie,Sympathy,Pity,Mild anger ,Someone lied to her! I hate liars. I find it hard to trust people and would not have relied on that friend to fix his car. ,0,,1,1,1,1,1,1,3,2,1,1,1,1,1,3,1,1,2,1,1,1,1,4,Anger,Sadness,Helplessness,Pretty much the same thing. It was totally out of her control what had happened and she was pissed about it. ,1,3,1,5,2,1,3,3,1,1,1,1,1,1,2,1,5,4,1,1,4,1,2,5,1,2,1,3,5,1,1,4,5,3,5,1,2,2,5,1,1,5,5,5,2,3,3,2,4,4,2,3,4,4,4,3,5,3,4,4,3,2,2,4,2,5,2,1,2,2,21,6,18,1,0,1,0,0,0,0,0,0,8,8,Subject didn't mention that the friend in the letter had lied about having his car fixed; just that he didn't do it.  ,0,0,0
735,3,2,Curtis,sad,frustrated,jealous,I am sad and frustrated because the person who wrote the letter seemed to be feeling that way while she wrote it. I am jealous because she talked about going to NYC which is something I have always wanted to do.,0,,2,2,1,2,4,3,1,1,3,1,2,1,2,2,2,1,2,3,1,1,1,3,anger,guilt,,She felt guilty for missing her best friend's part; and angry that her guy friend had lied to her.,1,4,1,4,2,1,2,5,1,1,1,1,2,1,3,2,4,3,1,3,4,1,2,4,1,3,1,2,4,1,1,3,4,1,4,2,2,1,4,2,1,4,3,4,3,3,4,NA,4,4,1,2,3,1,3,4,4,4,4,4,3,3,3,2,2,2,4,3,3,2,21,3,18,1,0,0,0,1,0,0,0,0,7,8,,0,0,0
257,3,2,Blake,empathetic,frustrated,curious,I certainly can understand the writer's letter  because I just went through a experience where a friend lied to my face.  I felt the same frustration that she felt by not wanting to talk to that person. And I was curious to why she just didn't take a plane in the first place. Why waste so much time driving?,0,,2,4,2,2,2,3,2,2,3,1,2,1,3,2,3,1,4,2,1,1,1,3,annoyed,frustration,anger,,1,1,1,4,3,1,2,5,1,1,1,1,4,1,3,3,4,3,3,3,3,1,3,5,1,3,2,2,2,3,3,2,4,3,5,2,2,2,1,1,2,4,3,3,2,4,3,4,2,1,4,1,4,3,4,1,2,1,3,3,3,3,2,2,2,1,2,3,3,2,18,7,18,1,0,1,0,0,0,0,0,0,8,8,,0,0,0
1417,3,1,Sophie,Sad,Empathetic,Disappointed,The person who wrote the letter had to miss her friend's bachelorette party so I feel bad for her.  ,0,,2,1,2,1,2,2,1,1,3,1,2,1,1,1,2,1,1,3,1,1,1,3,Sad,Disappointed,Upset,,1,1,1,2,3,1,1,2,1,1,1,1,1,1,4,1,3,4,1,3,4,1,1,2,4,3,1,2,2,4,4,1,4,2,2,4,2,1,1,4,4,2,4,4,3,4,4,5,4,4,2,2,4,2,4,1,4,2,4,3,4,2,2,3,1,4,4,3,4,3,20,5,18,1,0,0,0,1,0,0,0,0,7,7,When asked if she thought there was anything more to the study than met the eye; subject said she thought everyone got the same letter.,0,0,1
734,3,1,Curtis,sympathy,interest,,I feel interested because I want to know what happens next in her story; how did her friend handle her not being there? etc...I want to know more details. ,0,,3,1,3,1,4,5,1,1,4,1,4,1,2,4,1,1,1,3,1,1,1,4,Sad,angry,upset,I know she was sad because she mentions that she is tearing up just thinking about it; also because I can relate to how it feels to let a best friend down. I'm sure she feels angry at herself for not being able to be there for her friend,1,2,1,3,2,1,1,4,1,1,1,1,2,1,4,3,5,4,3,3,1,1,2,4,5,4,1,2,4,2,3,1,5,3,5,4,4,1,2,2,3,1,4,4,1,3,5,1,5,4,1,1,4,2,5,1,4,4,4,4,3,4,2,4,1,5,4,1,4,1,20,4,18,1,0,0,0,1,0,0,0,1,3,8,,0,0,0
745,3,1,Curtis,frusturated,sad,,I am a little frusturated because she missed such an important event in her friends life due to unforseen circumstances. I can only imagine how sad I would be if I missed my best friends bachelorette party. ,0,,3,1,3,1,3,4,1,1,3,1,3,1,2,1,2,1,3,3,1,1,1,5,upset,shocked,sad,She cried for a few days after getting back to Ann Arbor and missing her friends party.,1,5,1,3,3,1,1,3,1,1,1,1,3,1,4,3,3,5,4,3,3,1,3,5,5,5,1,5,5,1,1,1,4,4,5,5,5,2,2,4,4,4,2,5,1,1,3,4,3,3,2,2,5,3,5,3,4,5,5,3,5,5,1,2,1,3,3,3,3,3,19,5,18,1,0,0,1,0,0,0,0,0,2,8,,0,0,0
754,3,1,Curtis,i feel bad for her,sad,empathic,,0,,4,5,1,3,4,4,3,4,4,4,2,3,5,1,2,2,5,5,4,4,1,5,sad,full of emotions,sympathetic,,1,5,1,5,5,1,1,5,1,5,5,1,5,1,5,3,5,5,5,5,4,1,3,5,5,5,1,4,1,4,3,1,2,1,1,1,5,5,NA,NA,2,1,5,5,1,5,4,5,5,5,1,2,5,5,5,3,5,4,3,4,5,4,3,3,1,1,4,4,1,2,21,1,18,1,0,0,0,1,0,0,0,0,8,8,,0,0,0
260,3,2,Blake,Sympathy,Frustration,Confused,I'm feeling sympathetic towards Melissa because she missed a monumental event in one of her best friend's lives that she can't re-do; and that must be really hard.  I feel frustrated because it's annoying that the guy would lie about getting his car fixed; and confused about why he lied about it because he got screwed over as well.,0,,2,3,2,2,4,3,3,2,2,1,3,1,4,2,1,3,4,2,1,1,1,4,Anger,Shock,Guilt/Disappointed,"Anger: she said ""I'm fuming"" and she's clearly angry at her friend for lying about the car. / Shock: she said ""I still can't believe what happened"" and she clearly didn't expect that to happen / Guilt/Disappointed: even though what happened wasn't her fault; if it were me; I would probably feel a little guilty about missing my friends bachelorette party; as well as disappointed because she planned it and couldn't go",1,5,1,4,2,1,4,5,1,1,1,1,5,1,3,2,5,3,2,2,4,1,2,4,2,4,1,2,5,1,1,4,5,2,5,1,4,2,5,1,1,5,4,3,1,3,1,2,4,3,2,1,5,4,4,3,2,2,2,4,2,3,3,3,3,5,2,1,4,1,21,6,18,0,0,0,0,1,0,0,0,0,8,8,,0,0,0
723,3,2,Curtis,Empathy,Remorse,Anger,The letter that I just read left me feeling due to the story that the author described. I feel bad for her in the experience that she shared and if I were in her shoes I would certainly be angry. ,0,,1,3,1,4,4,4,1,4,1,1,1,1,1,1,2,1,3,1,1,1,1,5,Mad,Disappointed,Betrayed ,,1,1,1,4,1,1,1,5,1,1,1,1,1,1,4,2,3,3,1,1,1,1,1,5,2,3,1,5,1,1,1,5,5,1,5,1,2,1,5,1,1,5,1,3,1,2,2,4,4,4,3,3,3,2,2,1,3,1,3,3,3,1,3,1,2,1,1,5,1,3,21,6,18,0,0,0,0,1,0,0,0,0,8,7,,0,0,0
740,3,2,Curtis,disappointed,upset,unhappy,,0,,1,3,1,3,2,3,1,4,3,1,1,1,3,2,4,3,4,4,1,1,1,4,mad,upset,unforgiving,,1,3,1,5,2,1,3,5,1,1,1,1,2,1,5,4,5,4,1,1,4,1,2,5,3,2,1,2,4,2,2,1,5,1,5,1,3,3,3,3,4,2,4,3,3,4,4,2,5,4,2,2,5,4,4,2,3,4,4,3,4,3,2,5,2,3,4,2,4,2,22,6,18,0,0,0,0,1,0,0,0,0,8,8,,0,0,0
1405,3,1,Sophie,depressed,sad,heart broken,Melissa's letter was kind of a shock. I wasnt really expecting it especially after I wrote my letter which was pretty bland; but her letter was really sad.,0,,1,4,1,1,4,3,1,1,3,1,2,1,4,1,5,1,2,5,2,1,1,3,sad,disappointed,emotional,,2,5,3,5,3,1,3,5,1,1,1,1,3,1,5,3,5,5,4,2,4,4,2,5,3,5,2,3,3,3,2,1,5,5,5,4,4,5,4,3,3,2,5,4,2,2,5,4,4,5,2,1,5,4,5,3,5,5,3,5,5,5,5,5,2,2,5,5,5,3,16,4,18,0,0,1,0,0,0,0,0,0,3,7,After the debrief; subject asked if the story really happened and seemed relieved when I told him it was made-up.,0,0,0
256,3,2,Blake,Indifference,Understanding,Almost sympathetic,,0,,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,Sadness,Anger,Anxiety ,,1,3,1,5,2,3,4,5,1,1,1,1,1,1,3,3,4,5,4,3,1,1,2,5,1,4,1,3,5,1,1,3,5,1,5,1,2,3,5,1,1,4,3,2,3,4,3,1,2,2,3,3,4,4,3,2,2,1,2,4,3,1,2,3,2,4,1,1,2,2,21,4,18,0,0,1,0,0,0,0,0,0,8,8,,0,0,0
267,3,1,Blake,Sadness,Discomfort,Dissapointment,,0,,1,2,1,2,3,2,1,2,2,1,1,1,2,2,3,3,2,4,1,1,1,4,Unhappiness,Dissapointment,Discontent,,1,4,1,3,2,4,2,4,1,1,1,1,3,1,5,4,5,5,2,3,3,2,3,4,3,2,1,3,4,2,2,2,4,2,4,3,3,2,4,2,1,3,5,2,NA,4,3,4,3,4,3,1,2,3,3,2,4,3,2,3,2,2,4,4,4,3,4,2,4,3,21,3,18,0,0,0,0,1,0,0,0,0,7,7,,0,0,0
748,3,1,Curtis,Sad,Empathetic,Unlucky,,0,,1,2,1,2,3,2,2,2,3,2,1,1,3,2,2,4,4,4,1,1,1,5,Unlucky,Sympathetic,Sad,,1,4,1,5,5,1,3,4,2,3,1,1,4,1,5,5,5,5,3,5,3,1,5,5,5,5,1,3,4,3,3,2,5,4,4,4,5,3,5,2,2,4,2,4,3,2,2,2,4,3,1,1,3,2,3,4,4,3,4,4,4,3,3,3,1,3,5,1,4,2,23,3,18,0,0,0,0,1,0,0,0,0,8,8,,0,0,0
278,3,2,Blake,sorry,angry,sympathy,I feel sorry that melissa had to miss an event that she was so looking forward to. I also feel angry because her friend lied to her and lying is something i take very seriously and do not tolerate; which is why i feel sympathetic towards her based off of experiences i have had with friends lying.,0,,1,1,1,2,1,1,2,3,1,1,2,1,1,1,1,1,3,1,1,1,1,4,angry,sad,excited,She was excited for the initial event in New York City but was sad when she had to return to Ann Arbor. She is still angry now when she looks back on it.,1,4,1,5,1,1,5,5,1,1,1,1,3,1,1,1,5,5,1,1,2,1,1,5,1,2,1,5,1,1,1,5,2,4,1,1,2,5,2,1,1,4,2,3,2,2,3,2,3,2,2,4,3,3,3,2,3,2,3,3,3,2,5,2,2,4,3,2,3,2,23,2,18,0,0,0,0,1,0,0,0,0,7,3,The participant was in a rush to leave; but answered the debriefing questions as expected,0,0,0
281,3,1,Blake,Pity,Sadness,,"The participant's letter was about how she missed her best friend's bachelorette party when she wsa the maid of honor for teh friend's wedding. She was on her way to the party in New York City wehn the car she was in broke down and she had to go back to Ann Arbor. At the end the participant had said that she was ""tearing up thinking about it now. I still can't believe that happened and I'm still really upset about it."" So I feel sorry for this girl for not being able to participate in her best friend's bachelorette party even when she had planned it.",0,,1,1,1,1,2,3,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,4,Sadness,Disbelief,A twinge of Anger,She was sad about not being able to go to her friend's bachelorette party and in disbelief that the car she was in broke down on the way there. I imagine that she was pretty angry about the experience as I would have been.,1,4,1,3,1,1,2,3,1,1,1,1,2,1,4,1,3,5,1,2,2,1,2,3,4,5,1,2,2,2,1,1,4,1,3,3,3,3,4,2,2,1,5,3,2,2,4,3,4,4,2,1,5,2,5,1,3,3,3,5,4,5,2,1,2,2,3,3,4,2,18,3,18,0,0,0,0,1,0,0,0,0,4,3,,0,0,0
282,3,2,Blake,Fatigue,Curiosity,Confusion,Just generally confused about the purpose of the study and why I am supposed to be reading the letters. ,0,,1,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,Angry,Sad,Mad,,1,3,1,5,1,1,1,5,1,2,1,1,5,1,3,3,5,4,2,3,5,1,2,5,1,3,1,2,5,1,1,3,5,1,5,1,2,1,5,1,1,4,3,3,1,1,1,1,4,1,1,1,4,3,4,1,1,4,3,4,4,3,3,2,1,5,2,1,2,2,23,6,18,0,0,0,0,1,0,0,0,0,8,8,,0,0,0
760,3,2,Curtis,sympathy ,sadness,anger,The person describes being lied to and missing her best friend's bachelorette party that she had planned because of it.  That provokes some sad feelings as well as some anger; but mostly I feel bad for the person.  ,0,,1,2,1,3,3,3,3,3,4,1,1,1,1,4,1,1,1,3,1,1,1,4,Anger ,Disgust,Sad,She was very angry about the whole situation of being lied to. ,1,5,1,5,3,1,4,5,1,1,1,1,3,1,5,2,4,4,2,1,4,1,1,5,1,2,1,2,5,1,1,4,5,1,5,1,1,1,5,1,1,5,3,2,2,4,4,4,4,4,2,5,5,2,4,4,5,4,3,4,4,4,4,2,1,5,2,2,4,5,18,5,18,0,0,1,0,0,0,0,0,0,7,7,,0,0,0
1428,3,2,Sophie,sympathy,dissapointed,relieved,,0,,2,3,3,3,4,4,3,4,3,3,3,2,3,3,3,3,4,4,2,2,1,5,upset,anger,betrayed,,1,3,1,4,2,2,4,4,2,3,1,2,4,2,NA,3,4,4,3,1,3,1,2,4,2,3,1,2,4,1,1,3,4,2,4,2,3,3,2,4,3,2,3,4,4,3,2,5,4,3,2,5,4,2,3,2,3,4,3,4,5,4,2,3,4,4,4,3,2,2,20,4,18,0,0,0,0,1,0,0,0,0,7,7,,0,0,0
725,3,2,Curtis,sorry,smiling,,I feel sorry for Melissa; wrote the letter; for having missed her party. / Smiling because it was a funny story,0,,3,2,1,1,1,3,1,2,4,1,1,1,3,4,1,1,1,2,1,1,1,4,Angry,Disappointed,,Mostly angry but also slightly disappointed for having been lied to.,1,2,1,5,2,1,4,4,1,1,1,1,2,1,4,1,4,3,1,1,4,1,2,5,1,2,1,3,5,1,1,5,5,1,5,1,1,2,5,1,1,5,5,3,2,2,3,1,4,3,2,3,4,4,3,3,3,3,2,4,3,3,1,2,1,4,3,1,3,2,17,5,18,0,0,0,1,0,0,0,0,0,4,7,,0,0,0
264,3,1,bLAKE,Sympathetic,Disappointed,Disheartened,It is a shame that Melissa wasn't able to make her best friend's bachelorette party; especially since it was due to a freaky series of events that boil down to bad luck. However; there could've been more tragic circumstances; all things considered.,0,,3,2,1,1,2,2,1,2,1,1,1,1,3,1,2,2,1,2,1,1,1,5,Sad,Disappointed,Frustrated,,1,3,1,3,2,1,1,4,1,1,1,1,2,1,5,2,4,5,2,3,3,1,2,5,5,5,1,2,5,2,3,2,5,1,3,4,4,2,4,2,3,3,4,2,2,3,1,1,3,2,3,4,4,4,4,3,3,3,3,3,2,2,4,1,3,4,2,1,2,1,21,3,18,0,0,0,0,1,0,0,0,0,8,8,,0,0,0
272,3,1,Blake,Sad,Dissapointing,Embarressed,Her story was sad and disappointing to read which made me feel this way inside. On top of that I was unsure what to write about at first and her story/ paragraph is much better than mine,0,,3,3,1,2,3,2,3,3,3,2,1,2,2,2,4,4,1,4,4,1,4,3,Sad,Anger,Dissapointed,She felt this way in her paragraph because she was unable to make it to New York for her friends party ,1,3,1,4,3,2,5,2,2,3,2,3,2,1,4,3,5,5,1,2,2,1,3,4,3,4,1,1,3,2,2,1,5,3,2,4,4,3,3,2,4,1,3,4,2,3,2,3,4,3,1,2,4,4,4,3,3,4,5,3,5,4,2,2,1,4,3,1,2,2,20,6,18,0,0,0,0,1,0,0,0,0,3,3,,0,0,0
101,2,1,tia,Sadness,Empathy,Surprised,I feel sad because it is a very sad story. For someone to miss their best friend's bachelorette party is pretty sad.  I feel empathy because i feel sorry for this girl.  And I am surprised because why would she let someone who had car trouble very short before her trip let her drive here there?,0,,1,5,3,1,4,2,3,4,3,1,1,1,5,1,5,3,4,5,1,1,1,5,sadness,she feels bad for her friend,depressed,The writer explained how she cried for days after the incident and I thought this was a sign of sadness or depression; or any other sad emotion because when something bothers you that much;  that you cry for that long; it must be very sad.,2,4,4,4,5,2,4,4,3,4,2,2,3,1,5,5,5,5,4,5,3,1,3,5,4,4,1,1,3,2,2,3,4,5,3,2,5,4,4,2,3,4,5,5,1,1,2,1,5,5,1,3,5,4,5,3,1,5,5,5,5,5,1,3,1,5,4,1,3,2,20,7,19,0,1,0,0,1,0,0,0,0,7,7,said that if it was a friend talking about personal experience; it would be easier to relate. Felt like he was able to follow the directions however. When I asked him about the directions I gave him; said that he was supposed to read the letter and stay open minded; no mention on perspective taking. ,0,1,0
102,2,2,tia,Empathy,Sadness,,I feel bad for the person writing the letter. Because of her friend; she was unable to attend a party she planned and was looking forward to.,0,,1,3,1,3,5,2,2,3,5,1,3,1,4,2,3,1,3,4,2,1,1,5,Anger,Frustration,Disappointment,The writer is upset and angry with her friend for lying about being able to take her to the party she planned; and is disappointed in him and the fact that she did not get to attend the party.,1,5,1,5,1,1,4,5,1,2,1,1,4,1,4,3,5,4,3,1,4,1,1,5,2,4,1,3,5,1,1,3,5,1,5,1,2,1,5,1,1,5,5,3,1,2,3,5,3,5,1,2,4,1,3,1,5,4,3,5,3,3,1,5,2,1,5,3,5,2,21,5,19,0,0,0,0,1,0,0,0,0,7,7,,0,0,0
103,1,2,tia,surprised,shocked,upset,,0,,3,4,1,3,4,4,2,3,4,1,1,1,4,2,1,2,2,3,1,1,1,4,Furious,Angry,Upset,,1,2,1,5,3,1,3,5,1,1,1,1,2,1,4,2,5,4,2,3,4,1,1,5,4,5,1,2,5,2,1,3,5,1,5,3,5,1,5,1,2,5,1,4,2,2,3,4,4,2,1,1,3,2,5,2,2,4,2,4,1,5,3,1,1,3,1,1,2,1,20,2,19,1,0,1,0,0,0,0,0,0,7,8,Thought it was strange that we asked them to be neutral and objective to the letter; and then the first question on the survey was about how they were feeling in relation to the situation. However; said that she was able to remain objective effectively. ,0,0,0
104,2,1,tia,disappointment,interested,,I was interested to hear about the bacherlorette party (I am only 19 so I haven't had an opportunity to attend an event similar to this). Yet disappointed for her. It is sad to hear about all of the planning she had done; and I'm sure the writer was very excited to see her best friend. It is a shame that she was not able to.,0,,3,3,2,1,4,4,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,4,Disappointment,Sad,Excitement,In the beginning she sounded really eager to get going and to see her friend happy. Unfortunately; the road trip resulted as a disappointment; and left her crying for days.,1,1,2,3,1,2,1,3,1,1,1,1,1,1,4,2,5,5,1,3,2,1,2,4,3,4,1,3,4,1,2,1,5,4,4,3,4,2,4,2,1,1,5,4,2,2,3,3,4,5,2,2,4,3,4,3,3,4,4,4,5,4,2,3,2,3,3,2,4,2,19,5,19,0,1,0,0,0,0,0,0,0,8,8,started the survey before getting instructions; but didn't complete anything. Could see the first page of questions; but didn't answer them until reading the letter. thought the only strange part was the ladder question.,0,0,1
